,labels,responses
4219,NOT_SARCASM,"When and how the #Velomobility will be empowered soon  These car-like + bus-like pedal-muscle-powered , #healthy vehicles of the future  which can drive without limits even without electrical energy , do not need charging , electric infrastructure "
4220,NOT_SARCASM,You're welcome ...    Cute smiley  Laila Tov my dear Alan #Blessed #WE 
4221,NOT_SARCASM,"err I wasn't the one who stuck my head in in this convo , you did ."
4222,NOT_SARCASM,What an incredible about Mary so thrilled she is so well now . What amazing work you have all done in CUH a miracle expert team if professionals . Hats off to you all !   #miraclescanhappen #care #dedication Wishing Mary & family a full and very happy life   
4223,NOT_SARCASM,"When you shine out in love , others reflect the light . - #GoldenHearts #quotes"
4224,NOT_SARCASM,"And also , it's okay to remember the ones we've lost . It's good , in fact . It means they meant something to us ."
4225,NOT_SARCASM,"can't see it . I'm looking tho . Searching underneath the floorboards , eye up to the spyhole . #BeSafeTho #peace"
4226,NOT_SARCASM,"An acceptance of what was , but more importantly with who I am and what can be . Because life is indeed too good . __ #forgiveness #you #iloveyou"
4227,NOT_SARCASM,"Because life will go on , you cannot repeat past events . The future is a mystery , nobody knows . Whereas the past is only memories that should be taken as a lesson . Lessons mean to be able to live more meaningful . The past will also be a story for posterity need the money"
4228,NOT_SARCASM,The tolerent left in all it's glory for all to see . #pathetic #NeverHillary
4229,NOT_SARCASM,yes but Margaret we can't turn off and ignore ! This IS some people's lives pretty #awful #butcantignore
4230,NOT_SARCASM,"And just like that , the reboot for "" It "" was born ! :D"
4231,NOT_SARCASM,Awesome ! Keep up the good work doing what works best . I using #herb as it's a #natural for almost anything .
4232,NOT_SARCASM,I'm gonna need a lot of  & lots of #music for next couple of weeks ... #Elections2016 #positivity 
4233,NOT_SARCASM,"tell Ur fans to post em and u should post the best pics , just like the best video u posted ( 3 ) #ShaheerSheikh & respect"
4234,NOT_SARCASM,Are you magic ? Can you read my mind ? Wow I thought that was fake but apparently you are the #grandwizard #omg
4235,NOT_SARCASM,say yes to the camera  ! You can have a pen pal ! leave each other replies !
4236,NOT_SARCASM,Congratulations to her for being the best she can be ; and you for giving her the opportunities to open that pathway .
4237,NOT_SARCASM,"Yeah , well Labour voters since December ... prior to that the majority of Labour constituencies voted to Leave - but now they're no longer Labour seats are they ?"
4238,NOT_SARCASM,be the change you want to see in the world .  you
4239,NOT_SARCASM,"   agWEEbfzR Hey , have you already entered there or not yet . #courage   "
4240,NOT_SARCASM,"Rule number 1 , if you are going to use words to sound all intellectual , at least know how to spell them lol Everyone was having a go at Yumi , me included , but only one twat had to mention the irrelevant fact that she is mixed race - you just make it so easy for them ."
4241,NOT_SARCASM,Getting ready for snow fall later today . Doing great - - hope you are too ! Going to check out Eminem release - - I Post Malone too !
4242,NOT_SARCASM,You get to Vote in November . I choose #Peace #prosperity I CHOOSE
4243,NOT_SARCASM,SheePlush I love pastels ... and sheep ... dont ya ? #Plushy #Plush #Plushie
4244,NOT_SARCASM,"Whatever you decide to do , Pete needs your help to win this thing . Our campaign can't win without folks like us doing everything we can to help . #TeamPete #CountryOverParty #DemocraticDebate"
4245,NOT_SARCASM,"This is great to hear ! Also , Marshalltown is much more diverse than many towns in Iowa . Which is also great ! It's great !"
4246,NOT_SARCASM,"Whatever Your #Religion or #SpirtualAffiliation , Please EVERYONE send & #Prayers to & ALL in the Path of the !"
4247,NOT_SARCASM,""" Take me in ur arms   ... O babe just give me some warmth   ... Make me go sky-high  .. but babe plz don't make me cry ( coz u r mah F RE )  #shilpashetty #LifeInAMetro #PASSION"
4248,NOT_SARCASM,It's odd #PHSO don't bother checking complainants medical history ; don't apply #NHS or clinical standards on allergies ; & don't seek specialist advice from allergists / immunologists once false accusations exist . Legal presumption of innocence should prevail but doesn't .
4249,NOT_SARCASM,"Whatev , all adds up to what's been going on ( world-wide ) for decades ! Bring down countries that have , to the levels of "" have not "" countries ! #CheapLabor Think it was a coincidence , not one "" New American "" coming to ND was from a Scandinavian country , NOT ONE ! ? #NDPOL"
4250,NOT_SARCASM,The reason I use half and half in my coffee is if one day I'm feeling frisky I can put some Bailys in and no one will know the difference !
4251,NOT_SARCASM,"World War 3 ? This has been happening ever since the end of WW2 . Muslims nations worldwide had been bombarded with American's atrocities on the Land & it's people ever since WW2 . So , is it WW4 ? Not at all ! #Rise #Peace #Unification"
4252,NOT_SARCASM,"Let me return to and dot com . I think both are doink a job , the problem is that the total output is pitiful compared to what is needed . We may get a #GlobalWarming article today , and then get another one 3 weeks later , and then another one in a"
4253,NOT_SARCASM,"I don't compete with others . If you're with other women , you're simply not the man for me . There's too much drama for me . Bad vibes and toxic energies .  #poem #poetry"
4254,NOT_SARCASM,#prayerrequest #pray #HeavenlyFather bless humans truly obeying you and working in & revoke / cancel ALL witchcraft targeting them & their deeds In Name | |
4255,NOT_SARCASM,IRAN LEADER : STOP KILLING IRANIAN PEOPLE   #Light #Peace #QAnon  ️    vs DO SOMETHING GOOD B4 YOUR DEPARTED ️
4256,NOT_SARCASM,And it's appreciated .  I got confirmation from work yesterday and its booked off .
4257,NOT_SARCASM,Have downloaded . Ready to listen to tomorrow afternoon / evening
4258,NOT_SARCASM,No amount of Money can buy Joy Joy lives in one's heart Wish you Joy
4259,NOT_SARCASM,"The nature of GOD as He shows Himself to be : Holy , Creator , As the Word of the Living GOD goes forth ... so things are . #AbsoluteTruth from Eternal Omniscient is a firm foundation The living it out for us to know was accomplished by Messiah Jesus Christ & followers . lives"
4260,NOT_SARCASM,"Ahh yes , I have it . Love the little graphics , now I feel"
4261,NOT_SARCASM,"She's a fav author . Her participation was vital . Debts repaid are important . Hwevr , what we continue to look back at & yell about tends to stay active & define us . Equity , freedom & justice are empowering ideas to move toward . We need inspiration not more railing against ."
4262,NOT_SARCASM,"I'm fine , dear Lillian !  Thanks for asking . Thank you for sharing such a #rose . I wish you and all #Divas a of much joy . A hug from Brazil !  "
4263,NOT_SARCASM,thanks for joining my friend hope you get to feeling better soon #Peace & #Balance
4264,NOT_SARCASM,That Every People Can Change ! ! And to give Some People A second chance ! ! And the Chance of Redemption ! ! That There Is Good in EveryBody ! ! And That Everyone Can Be ! ! It Teach Us To Believe In Something Good ! ! In People ! ! In Yourself ! !      ‍ ️ ‍ ‍ ️ ‍
4265,NOT_SARCASM,May we ALL decide to experience #Christ #Jesus forever going forward by making the personal decision to take on His sincere heart ... His HEART of eternal for ALL ! Ezekiel 36:26 #PRAYER
4266,NOT_SARCASM,"Yeah , that's a concern of mine b / c I've drank wine since I was two years old ( Italians used to put it on the gums of teething babies ) but never in large quantities . i So maybe small bottles ? #wine #geography #viticulture"
4267,NOT_SARCASM,"To be viable post #Scexit , Scotland would need an additional 500,000 taxpayers , which means attracting companies . As Scotland is already the highest taxed part of the UK , you propose further increasing the taxes which means business and immigrants won't come to Scotland"
4268,NOT_SARCASM,"Also , the type of guy who wants his woman to give up work ( whether SW or not ) is also usually the type of guy who values his partner as a trophy ( and why not , when he paid dearly ? ) that he will trade in for the younger , tighter model as soon as he feels like it #commitment"
4269,NOT_SARCASM,"MUPPET PLAYS GUITAR ! ? !  #VLOG2020 [ Ep . 011 ] Hi , my name is Larry , I worked really hard on this #vlog so please & #share if you enjoyed it , that would mean a lot thanks ! "
4270,NOT_SARCASM,"7/11 She begged Aphrodite to let her see Eros , and the goddess gave her 3 impossible tasks to complete to prove her love . Aphrodite - Briton Rivière Canvas  #MythologyMonday #mythology #art"
4271,NOT_SARCASM,"What a beautiful greetings Thank you my dear Alan Amen B "" H All Our Family    I love your proud Z Hound My needs more training  #BlessedDay #WE #Family"
4272,NOT_SARCASM,"Having a joint account / investment : Having a joint account or property isn't , in itself , a bad thing . What is bad is when one person has the monopoly of such account or property ... Continue reading on #BellaNaijaFeatures . #marriage #law"
4273,NOT_SARCASM,Thank you Michele for putting me on your #AwesomeList I really appreciate being one of your #AwesomeFriends and I wish an day
4274,NOT_SARCASM,"We disagree . Repectfully , I think that you are less likely to be offended if you stay tuned in to Fox News . That channel is much more entertaining and pro #POTUS ... ya know what I mean ? They say blonds have more for a reason - - they all work at #Fox ."
4275,NOT_SARCASM,What's the fine for no EU community licence ?
4276,NOT_SARCASM,"Yea get involve in a war crime and we're definitely heading into another World war for sure , because you have a problem with way more than Iran at that point ."
4277,NOT_SARCASM,#feelthebern ! ! ! Bernie Sanders for #global #cannabis legalization ! ! America poised to be leader in yo !
4278,NOT_SARCASM,Adding your Tweet non-apology is more hollow then ever when the funding email sent just before says you won't apologize You call a hypocrite ? Make amends ! #Resign Get therapy for anger and wounds . Only one life #NoHate
4279,NOT_SARCASM,When you're just about to fall asleep and then a foot shoved itself under your rib and then all of a sudden you have giant flame of heartburn come up your throat and then you pee your pants all at the same time lol
4280,NOT_SARCASM,"Dude ... they don't care about the #minorities being killed , raped , converted in 3 islamic nations . They don't basically care about human life , little girls getting raped n married 2much older guys & u think the consideration of "" pollution & time waste "" is gonna move them ? "
4281,NOT_SARCASM,"Even if UK is the 2nd biggest music , mariah has more amazing achievement like having a big hit in countries that is far away in US and those countries is not small countries and has many population . And also is # 6 is Australia , a big country that is far away from US ."
4282,NOT_SARCASM,"That's a much better idea ! I think I may have to follow that . The book I'm being featured in , is ready for pre-order in Feb"
4283,NOT_SARCASM,"and #Uplifting ! Seldom do I find books or authors with the ability to reach us via our hearts and minds . This is one of the rare exceptions . The author connects with the reader not just through religion but also through spirituality "" - Reviewer"
